0,-0.999729523,-0.999357618,-0.993573363,-0.996602138,-0.994241103,-0.991136257,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,0.985769306,-0.999967046,-0.998846782,-0.99985447
2,-0.999357618,-0.993573363,-0.996602138,-0.994241103,-0.991136257,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,0.92549466,-0.999968164,-0.998898192,-0.999849059
0,-0.993573363,-0.996602138,-0.994241103,-0.991136257,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,0.983628858,-0.999969623,-0.998521892,-0.999869855
3,-0.996602138,-0.994241103,-0.991136257,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,0.917586873,-0.999968675,-0.998576666,-0.999872535
4,-0.994241103,-0.991136257,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,0.980238839,-0.999969144,-0.998537329,-0.999881995
4,-0.991136257,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,0.979084018,-0.999970945,-0.998361426,-0.999886358
4,-0.993257807,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,0.920624354,-0.999972081,-0.998402013,-0.999906282
4,-0.994734159,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,0.988918147,-0.999973303,-0.998472726,-0.999890241
0,-0.999580198,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,0.933139735,-0.999979002,-0.998855831,-0.999880581
0,-1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,0.931249692,-0.999976224,-0.998847746,-0.999878259
1,-0.999692896,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,0.994770389,-0.999978681,-0.998822866,-0.999879342
0,-0.999923928,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,0.871704115,-0.999981777,-0.998882076,-0.999888897
0,-0.99981123,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,0.988459172,-0.999971163,-0.998933171,-0.999885127
3,-0.990479787,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,0.922589457,-0.999969729,-0.998661729,-0.999849461
1,-0.996094994,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,0.980718733,-0.999970451,-0.998457682,-0.99987126
2,-0.994029793,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,0.918864744,-0.999970101,-0.998533464,-0.999882317
4,-0.990198041,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,0.980134247,-0.999970289,-0.998435881,-0.999869253
4,-0.993956539,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,0.981049737,-0.999970797,-0.99839615,-0.999882466
4,-0.988482205,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,0.920758478,-0.999973027,-0.99835024,-0.999906666
4,-0.997562893,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,0.98920916,-0.999971207,-0.998465968,-0.999878216
4,-0.997323409,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,0.93255771,-0.999977618,-0.998695488,-0.999880432
4,-1,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,0.935029778,-0.999981411,-0.998855661,-0.999889622
2,-1,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,1,-0.999982282,-0.998913992,-0.999878748
0,-0.999861944,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,0.801909731,-0.99997365,-0.999042064,-0.999872604
1,-0.998523649,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,0.988228454,-0.999969532,-0.998767405,-0.999852524
1,-0.996368288,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,0.922443028,-0.99996813,-0.998768678,-0.999846738
0,-0.995413168,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,0.982816115,-0.999969506,-0.998500298,-0.999861294
4,-0.997613608,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,0.917855737,-0.999968925,-0.998622461,-0.999862315
4,-0.99505535,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,0.97935965,-0.999969719,-0.998468375,-0.999864898
4,-0.994880667,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,0.981485948,-0.999969772,-0.998415915,-0.999886306
4,-0.993085942,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,0.920382561,-0.99997158,-0.998413307,-0.999887396
4,-0.998937816,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,0.98838042,-0.999970663,-0.998531258,-0.999882256
4,-0.99998873,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,0.932208249,-0.999975576,-0.99888777,-0.999862787
3,-1,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,0.933488581,-0.999977109,-0.998896272,-0.999883085
4,-0.998016505,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,0.996306664,-0.999983537,-0.998713533,-0.999883391
