4,-0.999552023,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,0.803640424,-0.999973082,-0.998925186,-0.999877954
0,-0.999997183,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,0.989871782,-0.999967694,-0.999073363,-0.999829886
1,-0.997503726,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,0.923696904,-0.999964652,-0.998951378,-0.999801323
3,-0.997340314,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,0.980863316,-0.999964048,-0.998737742,-0.999836911
4,-0.994249555,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,0.919695944,-0.999966994,-0.998639904,-0.999861765
4,-0.993979078,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,0.982120884,-0.99996822,-0.998502474,-0.999875013
3,-0.990553042,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,0.982461116,-0.999970968,-0.998326031,-0.999896228
4,-0.994824318,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,0.923027514,-0.999971341,-0.998415822,-0.999892825
4,-0.99683317,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,0.987295122,-0.999973021,-0.998482346,-0.999896403
4,-0.999997183,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,0.931065118,-0.999976066,-0.998854604,-0.999877107
3,-1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,0.928739479,-0.999977475,-0.998852753,-0.999879987
1,-1,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,0.996821012,-0.999981336,-0.998885448,-0.999872037
0,-0.999954921,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,0.802931043,-0.999976252,-0.999025964,-0.999876139
3,-0.999560476,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,0.992555495,-0.999975526,-0.998906278,-0.999856992
2,-0.998013688,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,0.925195034,-0.999969599,-0.998839144,-0.999852314
1,-0.997005035,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,0.982886253,-0.999968713,-0.99854678,-0.999867778
3,-0.99561039,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,0.91672368,-0.99996973,-0.998574252,-0.999881916
4,-0.992189988,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,0.978306344,-0.99996985,-0.998462103,-0.9998799
1,-0.99283237,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,0.981012207,-0.999971303,-0.99834396,-0.999896577
4,-0.989597921,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,0.919315721,-0.999972866,-0.998329132,-0.999899248
4,-0.995018723,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,0.98925961,-0.999973203,-0.998465096,-0.999899274
4,-0.999667539,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,0.929598981,-0.999974743,-0.998769449,-0.999881986
4,-1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,0.935374932,-0.999981133,-0.998884977,-0.999876785
1,-1,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,0.996644436,-0.999981154,-0.998876098,-0.999871644
0,-1,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,0.863540385,-0.999974211,-0.998872248,-0.999873608
4,-0.9989998,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,0.987155461,-0.999969316,-0.998853439,-0.999842645
1,-0.996506344,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,0.922338436,-0.999968551,-0.998768014,-0.999848693
2,-0.993548006,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,0.978930821,-0.999968779,-0.998508492,-0.999863886
3,-0.996985313,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,0.915358444,-0.999969875,-0.998592397,-0.999890372
4,-0.997292417,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,0.977937811,-0.999969601,-0.998534614,-0.999881192
4,-0.993511379,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,0.979252596,-0.999970805,-0.998469833,-0.999893156
4,-0.996202058,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,0.922359354,-0.999971667,-0.998454118,-0.999894998
4,-0.999030792,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,0.989383275,-0.99997064,-0.998641956,-0.999873547
4,-0.999154761,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,0.927187208,-0.999970863,-0.998769596,-0.999877465
4,-1,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,0.92943594,-0.999973988,-0.998907442,-0.999874664
2,-0.999791508,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,0.995723409,-0.999977442,-0.998852591,-0.999889587
0,-1,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,0.803922823,-0.999973126,-0.999118108,-0.999863153
3,-0.998487022,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,0.801342472,-0.999970769,-0.999099593,-0.99985755
0,-0.999794325,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,0.982467269,-0.999964347,-0.999016606,-0.999810818
3,-0.996954321,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,0.919274499,-0.999967189,-0.998741869,-0.999207194
4,-0.99839968,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,0.978313112,-0.999967955,-0.998597188,-0.99976028
4,-0.992978878,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,0.916208102,-0.99997062,-0.998492044,-0.999880171
3,-0.995145509,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,0.978400477,-0.999970729,-0.998430789,-0.99989094
4,-0.993959356,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,0.98194923,-0.999971526,-0.998320499,-0.999898349
4,-0.998858927,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,0.926488901,-0.99997348,-0.998578526,-0.999890015
4,-0.999960555,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,0.991751366,-0.999972524,-0.998701151,-0.999876165
2,-0.999095594,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,0.934708618,-0.999983234,-0.998840594,-0.999890276
2,-1,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,0.999666535,-0.999981859,-0.998920712,-0.999882824
0,-1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,0.803348797,-0.999975722,-0.999033539,-0.999877727
1,-0.999749246,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,0.988477014,-0.999966154,-0.99902054,-0.999833386
0,-0.99559912,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,0.923712901,-0.999967843,-0.998744392,-0.999851206
3,-0.997743211,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,-0.998816665,0.983326155,-0.999966142,-0.998659954,-0.999842592
1,-0.997337496,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,-0.998816665,-0.998317974,0.915914628,-0.999967558,-0.998682134,-0.999867997
4,-0.995627295,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,-0.998816665,-0.998317974,-0.994959556,0.978931437,-0.999969244,-0.998470844,-0.999895347
3,-0.994103047,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,-0.998816665,-0.998317974,-0.994959556,-0.996100629,0.982806271,-0.999970109,-0.998465004,-0.999873302
4,-0.992733759,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,-0.998816665,-0.998317974,-0.994959556,-0.996100629,-0.991987131,0.922189546,-0.999971743,-0.998430635,-0.999890503
4,-0.999456229,-0.999805595,-0.999997183,-1,-0.998805395,-0.998895554,-0.998816665,-0.998317974,-0.994959556,-0.996100629,-0.991987131,-0.995906224,0.99136622,-0.999971058,-0.99859978,-0.999888304
