4,-1,-0.971624266,-1,-1,-0.710861057,-0.953033268,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364
2,-0.971624266,-1,-1,-0.710861057,-0.953033268,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483
0,-1,-1,-0.710861057,-0.953033268,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718
1,-1,-0.710861057,-0.953033268,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1
1,-0.710861057,-0.953033268,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411
0,-0.953033268,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607
4,-0.888454012,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1
4,0.115949119,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748
4,-0.409980431,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808
4,-0.02592955,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252
4,0.532778865,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168
4,0.17074364,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838
3,-0.158023483,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1
4,-0.927103718,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344
4,-1,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049
0,-0.95890411,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834
1,-0.986790607,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1
3,-1,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397
4,0.648238748,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922
4,-0.321917808,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777
3,-0.351761252,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924
4,0.651174168,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438
4,0.043052838,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143
4,1,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883
3,-0.727984344,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652
1,-0.535225049,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773
0,-0.405234834,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053
3,-1,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1
2,-0.976027397,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299
1,-0.743639922,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135
3,-0.369373777,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763
4,-0.225048924,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955
1,-0.585616438,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047
4,-0.142857143,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659
4,-0.115459883,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638
4,0.059197652,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462
4,-0.81555773,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016
1,-0.998043053,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847
0,-1,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763
4,-0.655577299,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1
1,-0.92221135,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354
2,-0.999510763,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211
3,-0.677592955,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061
4,-0.53816047,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816
4,-0.984833659,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843
4,-0.139334638,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791
4,0.612524462,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401
4,-0.101272016,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569
4,-0.450097847,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916
2,-0.999510763,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354
0,-1,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059
3,-0.135029354,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1
0,-0.992172211,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362
3,-0.923679061,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1
4,-0.747553816,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939
4,-0.487279843,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616
3,-0.239236791,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121
4,-0.338845401,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413
4,0.090019569,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444
4,0.799412916,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329
2,-0.135029354,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806
2,-0.942270059,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544
0,-1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963
1,-0.810665362,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1
0,-1,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477
3,-0.826320939,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477,-1
1,-0.393835616,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477,-1,-0.737181996
4,0.097358121,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477,-1,-0.737181996,-0.964285714
3,-0.577299413,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477,-1,-0.737181996,-0.964285714,-0.471135029
4,-0.529843444,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477,-1,-0.737181996,-0.964285714,-0.471135029,-0.722113503
4,0.126712329,-0.340508806,-0.831702544,-0.853228963,-1,-0.963796477,-1,-0.737181996,-0.964285714,-0.471135029,-0.722113503,0.219178082
