1,0.999808658,-0.999978855,-0.998952581,-0.999865352
0,0.804662352,-0.999974354,-0.999167729,-0.999866452
1,0.985769306,-0.999967046,-0.998846782,-0.99985447
3,0.92549466,-0.999968164,-0.998898192,-0.999849059
4,0.983628858,-0.999969623,-0.998521892,-0.999869855
4,0.999808658,-0.999978855,-0.998952581,-0.999865352
4,0.804662352,-0.999974354,-0.999167729,-0.999866452
4,0.985769306,-0.999967046,-0.998846782,-0.99985447
4,0.92549466,-0.999968164,-0.998898192,-0.999849059
2,0.983628858,-0.999969623,-0.998521892,-0.999869855
2,0.917586873,-0.999968675,-0.998576666,-0.999872535
1,0.980238839,-0.999969144,-0.998537329,-0.999881995
0,0.979084018,-0.999970945,-0.998361426,-0.999886358
2,0.920624354,-0.999972081,-0.998402013,-0.999906282
0,0.988918147,-0.999973303,-0.998472726,-0.999890241
3,0.933139735,-0.999979002,-0.998855831,-0.999880581
4,0.931249692,-0.999976224,-0.998847746,-0.999878259
4,0.994770389,-0.999978681,-0.998822866,-0.999879342
4,0.871704115,-0.999981777,-0.998882076,-0.999888897
4,0.988459172,-0.999971163,-0.998933171,-0.999885127
0,0.922589457,-0.999969729,-0.998661729,-0.999849461
0,0.980718733,-0.999970451,-0.998457682,-0.99987126
1,0.918864744,-0.999970101,-0.998533464,-0.999882317
0,0.980134247,-0.999970289,-0.998435881,-0.999869253
0,0.981049737,-0.999970797,-0.99839615,-0.999882466
3,0.920758478,-0.999973027,-0.99835024,-0.999906666
1,0.98920916,-0.999971207,-0.998465968,-0.999878216
2,0.93255771,-0.999977618,-0.998695488,-0.999880432
4,0.935029778,-0.999981411,-0.998855661,-0.999889622
4,1,-0.999982282,-0.998913992,-0.999878748
4,0.801909731,-0.99997365,-0.999042064,-0.999872604
4,0.988228454,-0.999969532,-0.998767405,-0.999852524
4,0.922443028,-0.99996813,-0.998768678,-0.999846738
4,0.982816115,-0.999969506,-0.998500298,-0.999861294
2,0.917855737,-0.999968925,-0.998622461,-0.999862315
0,0.97935965,-0.999969719,-0.998468375,-0.999864898
1,0.981485948,-0.999969772,-0.998415915,-0.999886306
1,0.920382561,-0.99997158,-0.998413307,-0.999887396
0,0.98838042,-0.999970663,-0.998531258,-0.999882256
4,0.932208249,-0.999975576,-0.99888777,-0.999862787
4,0.933488581,-0.999977109,-0.998896272,-0.999883085
4,0.996306664,-0.999983537,-0.998713533,-0.999883391
4,0.803640424,-0.999973082,-0.998925186,-0.999877954
4,0.989871782,-0.999967694,-0.999073363,-0.999829886
4,0.923696904,-0.999964652,-0.998951378,-0.999801323
3,0.980863316,-0.999964048,-0.998737742,-0.999836911
4,0.919695944,-0.999966994,-0.998639904,-0.999861765
4,0.982120884,-0.99996822,-0.998502474,-0.999875013
0,0.982461116,-0.999970968,-0.998326031,-0.999896228
1,0.923027514,-0.999971341,-0.998415822,-0.999892825
3,0.987295122,-0.999973021,-0.998482346,-0.999896403
4,0.931065118,-0.999976066,-0.998854604,-0.999877107
4,0.928739479,-0.999977475,-0.998852753,-0.999879987
3,0.996821012,-0.999981336,-0.998885448,-0.999872037
4,0.802931043,-0.999976252,-0.999025964,-0.999876139
4,0.992555495,-0.999975526,-0.998906278,-0.999856992
4,0.925195034,-0.999969599,-0.998839144,-0.999852314
3,0.982886253,-0.999968713,-0.99854678,-0.999867778
1,0.91672368,-0.99996973,-0.998574252,-0.999881916
0,0.978306344,-0.99996985,-0.998462103,-0.9998799
3,0.981012207,-0.999971303,-0.99834396,-0.999896577
2,0.919315721,-0.999972866,-0.998329132,-0.999899248
1,0.98925961,-0.999973203,-0.998465096,-0.999899274
3,0.929598981,-0.999974743,-0.998769449,-0.999881986
4,0.935374932,-0.999981133,-0.998884977,-0.999876785
1,0.996644436,-0.999981154,-0.998876098,-0.999871644
4,0.863540385,-0.999974211,-0.998872248,-0.999873608
4,0.987155461,-0.999969316,-0.998853439,-0.999842645
4,0.922338436,-0.999968551,-0.998768014,-0.999848693
4,0.978930821,-0.999968779,-0.998508492,-0.999863886
1,0.915358444,-0.999969875,-0.998592397,-0.999890372
0,0.977937811,-0.999969601,-0.998534614,-0.999881192
4,0.979252596,-0.999970805,-0.998469833,-0.999893156
1,0.922359354,-0.999971667,-0.998454118,-0.999894998
2,0.989383275,-0.99997064,-0.998641956,-0.999873547
3,0.927187208,-0.999970863,-0.998769596,-0.999877465
4,0.92943594,-0.999973988,-0.998907442,-0.999874664
4,0.995723409,-0.999977442,-0.998852591,-0.999889587
4,0.803922823,-0.999973126,-0.999118108,-0.999863153
4,0.801342472,-0.999970769,-0.999099593,-0.99985755
4,0.982467269,-0.999964347,-0.999016606,-0.999810818
4,0.919274499,-0.999967189,-0.998741869,-0.999207194
2,0.978313112,-0.999967955,-0.998597188,-0.99976028
0,0.916208102,-0.99997062,-0.998492044,-0.999880171
3,0.978400477,-0.999970729,-0.998430789,-0.99989094
0,0.98194923,-0.999971526,-0.998320499,-0.999898349
3,0.926488901,-0.99997348,-0.998578526,-0.999890015
4,0.991751366,-0.999972524,-0.998701151,-0.999876165
4,0.934708618,-0.999983234,-0.998840594,-0.999890276
3,0.999666535,-0.999981859,-0.998920712,-0.999882824
4,0.803348797,-0.999975722,-0.999033539,-0.999877727
4,0.988477014,-0.999966154,-0.99902054,-0.999833386
