0,-1,-1,-0.88258317,-0.646771037,0.035225049,-0.132093933,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1
1,-1,-0.88258317,-0.646771037,0.035225049,-0.132093933,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1
3,-0.88258317,-0.646771037,0.035225049,-0.132093933,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763
4,-0.646771037,0.035225049,-0.132093933,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301
4,0.035225049,-0.132093933,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031
4,-0.132093933,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368
3,-0.340508806,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542
4,0.174657534,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542,-0.616438356
4,0.399706458,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542,-0.616438356,-0.137964775
4,-0.062133072,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542,-0.616438356,-0.137964775,0.804794521
3,-0.928082192,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542,-0.616438356,-0.137964775,0.804794521,-0.124755382
2,-1,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542,-0.616438356,-0.137964775,0.804794521,-0.124755382,-0.765166341
0,-1,-0.999510763,-0.636986301,-0.452544031,0.004892368,-0.350293542,-0.616438356,-0.137964775,0.804794521,-0.124755382,-0.765166341,-0.872798434
